resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
0ee03f3ad5ba,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Chronic respiratory diseases","AOR 1.23",0.75,2.03,0.41,"Not Significant",Adjusted,Extracted
195ed8e8736b,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Male gender","AOR 2.01",1.34,3.04,<0.05,Significant,Adjusted,Extracted
31ebcb869154,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Race_ Black vs","AOR 2.13",1.19,3.83,<0.05,Significant,Adjusted,Extracted
3b59fc9f8d18,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Overweight or obese","AOR 1.95",1.11,3.42,<0.05,Significant,Adjusted,Extracted
49a102fadaf7,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Ethnicity_ Hispanic vs","AOR 1.54",0.91,2.6,0.11,"Not Significant",Adjusted,Extracted
4c86afa5dab1,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Chronic respiratory diseases","AOR 0.76",0.44,1.31,0.34,"Not Significant",Adjusted,Extracted
50caf4372249,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity",Diabetes,"AOR 1.77",1.03,3.03,<0.05,Significant,Adjusted,Extracted
5f64e117e27c,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity",Diabetes,"AOR 2.25",1.41,3.57,<0.05,Significant,Adjusted,Extracted
69a34dd64452,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity",Hypertension,"AOR 1.19",0.71,1.99,0.52,"Not Significant",Adjusted,Extracted
bb277870c906,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Ethnicity_ Hispanic vs","AOR 1.39",0.79,2.45,0.26,"Not Significant",Adjusted,Extracted
bfd17af45aec,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Male gender","AOR 1.87",1.26,2.77,<0.05,Significant,Adjusted,Extracted
c41358c82753,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Race_ Black vs","AOR 2.46",1.45,4.18,<0.05,Significant,Adjusted,Extracted
ce5de38f09a6,"Pre-Existing Characteristics Associated with Covid-19 Illness Severity","Overweight or obese","AOR 1.96",1.19,3.24,<0.05,Significant,Adjusted,Extracted
7043373023ea,"Predicting COVID-19 malignant progression with AI techniques","Cardio- and cerebrovascular disease","OR 8.36",3.1,22.6,<0.01,,,
7c5b2f2b2c1c,"Predicting COVID-19 malignant progression with AI techniques","Chronic digestive disorders","OR 1.24",0.47,3.22,0.66,,,
7bacf5a71fc3,"Prediction for Progression Risk in Patients with COVID-19 Pneumonia: the CALL Score","Smoking Status","OR 2.10",0.75,5.93,0.16,"Not Significant","Not Adjusted",Calculated
caf5a29b2c51,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool","Male gender",,,,,,,
fe333691831f,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool",Age,,,,,,,
73a6cd6b2cda,"Predictive factors for disease progression in hospitalized patients with Coronavirus Disease 2019 in Wuhan, China",Diabetes,"OR 17.6",4.84,63.98,<0.01,,,
8443e0983c5a,"Predictive factors for disease progression in hospitalized patients with Coronavirus Disease 2019 in Wuhan, China",Hypertension,"OR 22.0",6.03,80.3,<0.01,,,
22c18bb54371,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis","Heart Disease","OR 2.7",1.52,4.8,,Significant,"Not Adjusted",Extracted
5d51bc7ba3d3,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",COPD,"OR 17.8",6.56,48.2,,Significant,"Not Adjusted",Extracted
6ef7400ab510,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",Hypertension,"OR 3.65",2.22,5.99,,Significant,"Not Adjusted",Extracted
78409d1ba3b0,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis","Heart Disease","OR 4.44",2.64,7.47,,Significant,"Not Adjusted",Extracted
80f781072e09,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",COPD,"OR 6.42",2.44,16.9,,Significant,"Not Adjusted",Extracted
8598b419d894,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",Hypertension,"OR 1.97",1.4,2.77,,Significant,"Not Adjusted",Extracted
f59b89650616,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",Diabetes,"OR 2.72",0.7,10.6,,"Not Significant","Not Adjusted",Extracted
f9d80f23c36d,"Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis",Diabetes,"OR 3.12",1.0,9.75,,Significant,"Not Adjusted",Extracted
1461bcd2d96f,"Predictors of mortality for patients with COVID-19 pneumonia caused by SARS-CoV-2: a prospective cohort study","Cardio- and cerebrovascular disease",,,,,,,
988a1c5e88bc,"Predictors of mortality for patients with COVID-19 pneumonia caused by SARS-CoV-2: a prospective cohort study","Cardio- and cerebrovascular disease",,,,,,,
4410609213f9,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.",Hypertension,,,,,,,
59e19c875b04,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.","Cerebrovascular disease",,,,,,,
adedb7f62df9,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.",COPD,,,,,,,
af53f36114b0,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.","Heart Disease",,,,,,,
b3f18922fc32,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.","Smoking Status",,,,,,,
c54f6f20efb7,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.","Chronic kidney disease",,,,,,,
f256764f6bba,"Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.",Diabetes,,,,,,,
75673d220aa9,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Chronic kidney disease","OR 6.57",4.8,9.0,<0.01,Significant,"Not Adjusted",Calculated
80044dad1ed3,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Smoking Status","OR 3.06",2.16,4.36,<0.01,Significant,"Not Adjusted",Calculated
9c6cd1103e3d,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Chronic respiratory diseases","OR 3.18",2.53,4.0,<0.01,Significant,"Not Adjusted",Calculated
9e8f4e848874,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Neurological disorders","OR 2.74",1.23,6.11,0.01,Significant,"Not Adjusted",Calculated
dc0804e3c2b7,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Immune system disorders","OR 3.38",2.4,4.76,<0.01,Significant,"Not Adjusted",Calculated
f756d37e07e5,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]","Chronic liver disease","OR 3.49",1.54,7.91,<0.01,Significant,"Not Adjusted",Calculated
02f127b88e0c,"Prevalence and impact of cardiovascular metabolic diseases on COVID-19 in China","Cardio- and cerebrovascular disease","RR: 3.30",2.03,5.36,<0.01,Significant,"Not Adjusted",Extracted
6c75d7f7d3e9,"Prevalence and severity of corona virus disease 2019 (COVID-19): A systematic review and meta-analysis",Diabetes,,,,,,,
868f23ae1320,"Prevalence and severity of corona virus disease 2019 (COVID-19): A systematic review and meta-analysis",Hypertension,,,,,,,
de56105698c5,"Prevalence of comorbidities and its effects in patients infected with SARS-CoV-2: a systematic review and meta-analysis","Respiratory system diseases","OR 2.46",1.76,3.44,,Significant,"Not Adjusted",Extracted
0b47e7d9cfc0,"Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis","Respiratory system diseases","OR 2.46",1.76,3.44,,Significant,"Not Adjusted",Extracted
34b3e4152a80,"Prevalence, Severity and Mortality associated with COPD and Smoking in patients with COVID-19: A Rapid Systematic Review and Meta-Analysis","Smoking Status","RR 1.45",1.03,2.04,,Significant,"Not Adjusted",Extracted
374a46d24ca4,"Prevalence, Severity and Mortality associated with COPD and Smoking in patients with COVID-19: A Rapid Systematic Review and Meta-Analysis [medrxiv]",COPD,"RR 1.88",1.4,2.04,,Significant,"Not Adjusted",Extracted
67637da141c1,"Prognostic value of C-reactive protein in patients with COVID-19",Age,"OR 1.05",1.02,1.07,<0.01,Significant,"Not Adjusted",Extracted
87fc26e539a6,"Prognostic value of C-reactive protein in patients with COVID-19","Chronic liver disease",,,,,,,
9108dccc31c6,"Prognostic value of C-reactive protein in patients with COVID-19","Chronic respiratory diseases",,,,,,,
a6030226148a,"Prognostic value of C-reactive protein in patients with COVID-19","Cerebrovascular disease",,,,,,,
d2e18ef3e68d,"Prognostic value of C-reactive protein in patients with COVID-19","Smoking Status",,,,,,,
990b3f15b885,"Prognostic value of NT-proBNP in patients with severe COVID-19",COPD,,,,,,,
279123063c57,"Psychiatric Predictors of COVID-19 Outcomes in a Skilled Nursing Facility Cohort",COPD,"OR 11.14",1.83,67.89,0.01,Significant,"Not Adjusted",Extracted
71c3d780dd1d,"Psychiatric Predictors of COVID-19 Outcomes in a Skilled Nursing Facility Cohort",Hypertension,"OR 0.16",0.02,1.19,0.07,"Not Significant","Not Adjusted",Extracted
73552fb7ab53,"Psychiatric Predictors of COVID-19 Outcomes in a Skilled Nursing Facility Cohort","Chronic kidney disease","OR 0.77",0.09,6.48,0.81,"Not Significant","Not Adjusted",Extracted
74756e5551ed,"Psychiatric Predictors of COVID-19 Outcomes in a Skilled Nursing Facility Cohort","Heart Disease","OR 11.58",1.4,95.98,0.02,Significant,"Not Adjusted",Extracted
a704077d2632,"Psychiatric Predictors of COVID-19 Outcomes in a Skilled Nursing Facility Cohort",Dementia,"OR 0.47",0.07,3.06,0.43,"Not Significant","Not Adjusted",Extracted
23a1e6c3eee9,"Radiographic Findings and other Predictors in Adults with Covid-19",Age,,,,,,,
2ab591f6e5a0,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Cardio- and cerebrovascular disease","OR 2.49 (95% CI: 1.07-5.79)",1.07,5.79,,Significant,"Not Adjusted",Calculated
529a3aa63efb,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Respiratory system diseases","OR 3.57",1.31,9.78,0.01,Significant,"Not Adjusted",Calculated
97fe224d1aa1,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Smoking Status","OR 2.12",1.0,4.47,0.05,"Not Significant","Not Adjusted",Extracted
9d2fd4465fe6,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Smoking Status","AOR 3.46",1.18,10.17,<0.01,Significant,Adjusted,Extracted
a09b3f11117a,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Cardio- and cerebrovascular disease","OR 6.53",2.75,15.5,<0.01,Significant,"Not Adjusted",Calculated
c3f64db23cb8,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Overweight or obese","OR 3.6",1.15,11.26,0.01,Significant,"Not Adjusted",Extracted
fe6036bc9671,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","Neurological disorders",,,,,,,
0d830174757e,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Chronic respiratory diseases",,,,,,,
2d8cdb0ac7bd,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Endocrine diseases",OR=2.47,0.57,10.81,0.23,"Not Significant","Not Adjusted",Extracted
3ffeebb22ee8,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis",Hypertension,OR=3.03,0.73,12.57,0.13,"Not Significant","Not Adjusted",Extracted
651c9d94778d,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis",Diabetes,OR=2.06,0.77,5.5,0.15,"Not Significant","Not Adjusted",Extracted
7179c363193c,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis",COPD,,,,,,,
848599f9c83e,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Cerebrovascular disease",,,,,,,
9261199edef6,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis",Cancer,"OR 1.88",0.75,4.72,0.18,"Not Significant","Not Adjusted",Extracted
97934c9ffea7,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Chronic liver disease",OR=0.56,0.09,3.35,0.53,"Not Significant","Not Adjusted",Extracted
9b4914c9d9ad,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Chronic kidney disease",OR=1.20,0.13,10.82,0.87,"Not Significant","Not Adjusted",Extracted
ab66df5bc499,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Heart Disease",OR=3.44,1.62,7.32,<0.05,Significant,"Not Adjusted",Extracted
b9dd5e9308e2,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Smoking Status",,,,,,,
c3bd2957fc7d,"Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis","Chronic digestive disorders",,,,,,,
71e5aa7e6c60,"Risk factors for clinical progression in patients with COVID-19: a retrospective study of electronic health record data in the United Kingdom","Race_ Asian vs",AOR=0.41,0.14,1.02,0.71,"Not Significant",Adjusted,Extracted
7a231ce62439,"Risk factors for clinical progression in patients with COVID-19: a retrospective study of electronic health record data in the United Kingdom",Age,AOR=0.97,0.96,0.99,<0.05,Significant,Adjusted,Extracted
838ffe42149e,"Risk factors for clinical progression in patients with COVID-19: a retrospective study of electronic health record data in the United Kingdom","Race_ Black vs",AOR=1.02,0.35,2.61,0.98,"Not Significant",Adjusted,Extracted
e3de55b4cca2,"Risk factors for clinical progression in patients with COVID-19: a retrospective study of electronic health record data in the United Kingdom","Race_ Other vs",AOR=0.74,0.4,1.36,0.32,"Not Significant",Adjusted,Extracted
37a703791dcb,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]","Male gender","OR 1.20",0.87,1.64,0.26,"Not Significant","Not Adjusted",Calculated
6f7fa4727cf8,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]","Respiratory system diseases","OR 1.90",0.99,3.64,0.05,"Not Significant","Not Adjusted",Calculated
9845613eb18b,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]","Heart Disease","OR 3.16",2.07,4.81,<0.01,Significant,"Not Adjusted",Calculated
9ac755d1e0e6,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]","Chronic digestive disorders","OR 1.55",0.7,3.42,0.28,"Not Significant","Not Adjusted",Calculated
b1f50cf11db8,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]","Endocrine diseases","OR 2.55",1.38,4.7,<0.01,Significant,"Not Adjusted",Calculated
3c704f880272,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",Age,,,,,,,
9be8052c7d9d,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",Hypertension,,,,,,,
a1aff0131972,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study","Male gender",,,,,,,
c005e63282e2,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study","Heart Disease",,,,,,,
ffebe1d2494c,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",Diabetes,,,,,,,
16f6e15075dd,"Risk factors for predicting mortality in elderly patients with COVID-19: a review of clinical data in China","Male gender",,,,,,,
a3df1387ce07,"Risk factors for predicting mortality in elderly patients with COVID-19: a review of clinical data in China",Age,,,,,,,
243c289a6bda,"Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis","Smoking Status","OR 1.40",0.65,3.01,,"Not significant","Not Adjusted",Extracted
41b5a6b7df3b,"Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis",COPD,"OR 3.56",1.33,9.54,,Significant,"Not Adjusted",Extracted
f8eb3af054f1,"Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis",Age,"WMD 11.89",8.63,15.14,,Significant,"Not Adjusted",Extracted
6e774defebea,"Risk factors for severe COVID-19: evidence from 167 hospitalized patients in Anhui","Heart Disease","OR 2.15",0.8,5.76,0.13,,,
3d6a6f7a57bf,"Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan","Male gender","HR 1.96",1.24,3.11,<0.01,Significant,"Not Adjusted",Extracted
8607b7cc030f,"Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan","Male gender","AHR 1.72",1.05,2.82,0.02,Significant,Adjusted,Extracted
cf0fee2bae7b,"Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan","Heart Disease","OR 5.29",2.15,12.98,<0.01,Significant,"Not Adjusted",Calculated
f7f991e41ed8,"Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan",Cancer,"OR 1.42",0.62,3.25,0.41,"Not Significant","Not Adjusted",Calculated
065dd0418e81,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis",Hypertension,"OR: 2.72",1.6,4.64,,Significant,"Not Adjusted",Extracted
32ec45cc6aaa,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis","Respiratory system diseases","OR 5.15",2.51,10.57,,Significant,"Not Adjusted",Extracted
5c52dfe2c227,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis",Diabetes,"OR: 3.68",2.68,5.03,,Significant,"Not Adjusted",Extracted
68be25642220,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis","Chronic respiratory diseases","OR: 5.15",2.51,10.57,,Significant,"Not Adjusted",Extracted
6c271cafb483,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis",Cancer,"OR: 1.60",0.81,3.18,0.18,"Not Significant","Not Adjusted",Extracted
a53ebf5d8e10,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis","Smoking Status","OR: 2.51",1.39,3.32,,Significant,"Not Adjusted",Extracted
edac0c179db4,"Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis","Heart Disease","OR: 5.19",3.25,8.29,,Significant,"Not Adjusted",Extracted
9daa693ce873,"Risk Factors of Fatal Outcome in Hospitalized Subjects With Coronavirus Disease 2019 From a Nationwide Analysis in China Q28","Heart Disease",,,,,,,
c0a302e8d741,"Risk Factors of Fatal Outcome in Hospitalized Subjects With Coronavirus Disease 2019 From a Nationwide Analysis in China Q28","Cerebrovascular disease",,,,,,,
5904d0f79ac7,"Risk Factors of the Severity of COVID-19: A Meta-Analysis","Smoking Status",RR=1.71,1.25,2.35,,Significant,"Not Adjusted",Extracted
65d788996c7f,"Risk Factors of the Severity of COVID-19: A Meta-Analysis",Hypertension,RR=1.79,1.57,2.04,,Significant,"Not Adjusted",Extracted
9c8cc6a0d092,"Risk Factors of the Severity of COVID-19: A Meta-Analysis",Diabetes,RR=1.57,1.25,1.98,,Significant,"Not Adjusted",Extracted
f4c346ef833f,"Risk Factors of the Severity of COVID-19: A Meta-Analysis","Male gender",RR=1.29,1.07,1.54,,Significant,"Not Adjusted",Extracted
05030a09ecbd,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.","Chronic liver disease","AOR: 0.83",0.32,2.18,0.71,"Not Significant",Adjusted,Extracted
2d375b92e570,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.","Smoking Status","AOR: 1.08",0.56,2.08,0.82,"Not Significant",Adjusted,Extracted
84bee1bbf6d5,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",Hypertension,"AOR: 2.35",1.47,3.76,<0.01,Significant,Adjusted,Extracted
89ce26a290d0,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.","Cardio- and cerebrovascular disease","AOR: 0.94",0.31,2.83,0.91,"Not Significant",Adjusted,Extracted
a67d4e6792f4,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",Age,"AOR: 1.05",1.03,1.06,,Significant,Adjusted,Extracted
ceab5fd6f816,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.","Male gender","AOR: 2.32",1.54,3.5,,Significant,Adjusted,Extracted
db353dcb31e7,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",Cancer,"AOR: 1.94",0.5,7.52,0.34,"Not Significant",Adjusted,Extracted
ed03407ad685,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",Diabetes,"AOR: 1.2",0.64,2.24,0.57,"Not Significant",Adjusted,Extracted
0c267b91b1f4,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Smoking Status",AOR=1.66,0.76,3.62,0.21,"Not Significant",Adjusted,Extracted
1317950b2bde,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Overweight or obese",AOR=4.06,1.72,9.57,<0.05,Significant,Adjusted,Extracted
1704468df2a0,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Chronic kidney disease",OR=1.30,0.62,2.69,0.49,"Not Significant","Not Adjusted",Extracted
33b001731c57,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",COPD,,,,,,,
38f6187d4ef0,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",Diabetes,OR=1.95,0.98,3.88,0.06,"Not Significant","Not Adjusted",Extracted
3ba1e9860072,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Failure",OR=1.45,0.62,3.41,0.39,"Not Significant","Not Adjusted",Extracted
4e5494b8e92d,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Disease",OR=1.25,0.52,3.03,0.62,"Not Significant","Not Adjusted",Extracted
52b4d420faca,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",COPD,,,,,,,
854fd3dfea16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Overweight or obese",AOR=3.87,1.47,10.18,<0.05,Significant,Adjusted,Extracted
a39af2f843aa,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Smoking Status",OR=1.56,0.77,3.15,0.22,"Not Significant","Not Adjusted",Extracted
b810390fc3db,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Overweight or obese",OR=2.72,1.24,5.96,<0.05,Significant,"Not Adjusted",Extracted
bf69c5af4edd,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Failure",,,,,,,
c42b9ec01ea4,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Disease",,,,,,,
cc00f512593c,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Overweight or obese",AOR=3.19,1.42,7.17,<0.05,Significant,Adjusted,Extracted
d88f0c0f47f8,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",Diabetes,AOR=1.26,0.58,2.73,0.56,"Not Significant",Adjusted,Extracted
f38f2340776b,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Failure",,,,,,,
fa13916bfbb8,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",COPD,OR=2.00,0.83,4.82,0.13,"Not Significant","Not Adjusted",Extracted
fc618e87ae87,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York","Heart Disease",,,,,,,
af3586de4f91,"Smoking is Associated with COVID-19 Progression: A Meta-Analysis","Smoking Status","OR 2.25",1.49,3.39,,Significant,"Not Adjusted",Extracted
0f6decfd0856,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.",Diabetes,,,,,,,
36d50e118163,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.",Hypertension,,,,,,,
b87b0df7edf2,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.","Heart Disease",,,,,,,
cdceac60b5f1,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.","Smoking Status",,,,,,,
f43e512db87f,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.","Male gender",,,,,,,
40dc0933b1cc,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Male gender","OR 2.01",1.38,2.92,<0.01,,,
528fe4d5ef46,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Hypertension,"OR 2.55",1.75,3.72,<0.01,,,
533b91d34759,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Chronic kidney disease","OR 2.37",1.47,3.82,<0.01,,,
88f1a0ade2a6,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Heart Failure","OR 2.10",1.2,3.68,0.01,,,
a925048fe898,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",COPD,"OR 2.06",1.13,3.77,0.02,,,
b1a0ece9ad89,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Diabetes,"OR 2.01",1.35,2.98,<0.01,,,
